CVE_ID,CVSS,CWE,VUL_FUNs
CVE-2016-5001,2.1,CWE-200,"org.apache.hadoop.hdfs.server.datanode.DNConf:<init>(org.apache.hadoop.conf.Configuration);org.apache.hadoop.hdfs.server.datanode.DataXceiver:copyBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token);org.apache.hadoop.hdfs.server.datanode.DataXceiver:transferBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[]);org.apache.hadoop.hdfs.server.datanode.DataXceiver:writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean);org.apache.hadoop.hdfs.server.datanode.DataNode:checkReadAccess(org.apache.hadoop.hdfs.protocol.ExtendedBlock);org.apache.hadoop.hdfs.server.datanode.DataXceiver:blockChecksum(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token);org.apache.hadoop.hdfs.server.datanode.DataXceiver:checkAccess(java.io.OutputStream,boolean,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.protocol.datatransfer.Op,org.apache.hadoop.hdfs.security.token.block.BlockTokenSecretManager$AccessMode);org.apache.hadoop.hdfs.server.datanode.DataNode:getDNRegistrationForBP(java.lang.String);org.apache.hadoop.hdfs.server.datanode.DataXceiver:readBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,long,long,boolean,org.apache.hadoop.hdfs.server.datanode.CachingStrategy);org.apache.hadoop.hdfs.DFSInputStream:readBlockLength(org.apache.hadoop.hdfs.protocol.LocatedBlock);org.apache.hadoop.hdfs.server.datanode.DataNode:requestShortCircuitFdsForRead(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,int);org.apache.hadoop.hdfs.server.datanode.DataXceiver:replaceBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo)"
CVE-2016-0793,5.0,CWE-200,"org.wildfly.extension.undertow.deployment.ServletResourceManager:<init>(org.jboss.vfs.VirtualFile,java.util.Collection,boolean,boolean)"
CVE-2021-44878,5.0,CWE-347,org.pac4j.oidc.profile.creator.TokenValidator:<init>(org.pac4j.oidc.config.OidcConfiguration);org.pac4j.oidc.config.OidcConfiguration:toString();org.pac4j.oidc.credentials.authenticator.UserInfoOidcAuthenticator:fetchOidcProfile(com.nimbusds.oauth2.sdk.token.BearerAccessToken)
CVE-2014-4172,7.5,CWE-74,"org.jasig.cas.client.validation.Cas20ServiceTicketValidator:populateUrlAttributeMap(java.util.Map);org.jasig.cas.client.validation.AbstractUrlBasedTicketValidator:constructValidationUrl(java.lang.String,java.lang.String)"
CVE-2019-12399,5.0,CWE-319,"org.apache.kafka.connect.runtime.AbstractHerder:keysWithVariableValues(java.util.Map,java.util.regex.Pattern)"
CVE-2011-4461,5.0,CWE-310,"org.eclipse.jetty.servlets.MultiPartFilter:init(javax.servlet.FilterConfig);org.eclipse.jetty.servlets.MultiPartFilter:doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)"
CVE-2018-1000822,7.5,CWE-611,org.codelibs.fess.util.GsaConfigParser:parse(org.xml.sax.InputSource)
CVE-2021-29451,6.4,CWE-347,com.manydesigns.portofino.shiro.AbstractPortofinoRealm:extractPrincipalFromWebToken(io.jsonwebtoken.Jwt);com.manydesigns.portofino.shiro.AbstractPortofinoRealm:loadAuthenticationInfo(com.manydesigns.portofino.shiro.JSONWebToken)
CVE-2021-27906,4.3,,org.apache.pdfbox.cos.COSArray:indexOf(org.apache.pdfbox.cos.COSBase)
CVE-2017-15695,6.5,CWE-863,org.apache.geode.management.internal.cli.functions.CloseDurableClientFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.MembersForRegionFunction:optimizeForWrite();org.apache.geode.management.internal.cli.functions.MemberRegionFunction:isHA();org.apache.geode.management.internal.cli.functions.MembersForRegionFunction:hasResult();org.apache.geode.security.ResourcePermission:<init>();org.apache.geode.management.internal.cli.functions.MembersForRegionFunction:isHA();org.apache.geode.management.internal.configuration.functions.RecreateCacheFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.GetMemberConfigInformationFunction:getId();org.apache.geode.management.internal.cli.functions.CloseDurableCqFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.MembersForRegionFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.MembersForRegionFunction:getId();org.apache.geode.management.internal.cli.functions.GetRegionDescriptionFunction:getId();org.apache.geode.management.internal.cli.functions.MemberRegionFunction:optimizeForWrite();org.apache.geode.management.internal.cli.functions.FetchSharedConfigurationStatusFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.GetSubscriptionQueueSizeFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.MemberRegionFunction:hasResult();org.apache.geode.management.internal.cli.functions.MemberRegionFunction:getId();org.apache.geode.management.internal.cli.functions.CreateAsyncEventQueueFunction:getId();org.apache.geode.internal.cache.execute.util.FindRestEnabledServersFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.management.internal.cli.functions.MemberRegionFunction:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.security.ResourcePermission:getOperation();org.apache.geode.management.internal.cli.functions.GetRegionsFunction:getId();org.apache.geode.management.internal.cli.functions.UserFunctionExecution:execute(org.apache.geode.cache.execute.FunctionContext);org.apache.geode.security.ResourcePermission:toString()
CVE-2013-4316,10.0,CWE-16;CWE-284,"org.apache.struts2.dispatcher.mapper.DefaultActionMapper:handleSpecialParameters(javax.servlet.http.HttpServletRequest,org.apache.struts2.dispatcher.mapper.ActionMapping);org.apache.struts2.dispatcher.mapper.DefaultActionMapper:<init>();org.apache.struts2.dispatcher.mapper.DefaultActionMapper:setAllowDynamicMethodCalls(java.lang.String)"
CVE-2021-43797,4.3,CWE-444,"io.netty.handler.codec.http.HttpObjectDecoder:splitHeader(io.netty.util.internal.AppendableCharSequence);io.netty.handler.codec.http.DefaultHttpHeaders:validateHeaderNameElement(char);io.netty.handler.codec.http.HttpObjectDecoder:findNonWhitespace(io.netty.util.internal.AppendableCharSequence,int,boolean);io.netty.handler.codec.http.DefaultHttpHeaders:validateHeaderNameElement(byte)"
CVE-2020-17516,4.3,CWE-290,org.apache.cassandra.net.IncomingStreamingConnection:run();org.apache.cassandra.net.OutboundTcpConnectionPool:isEncryptedChannel(java.net.InetAddress);org.apache.cassandra.net.IncomingTcpConnection:receiveMessages();org.apache.cassandra.net.OutboundTcpConnectionPool:newSocket(java.net.InetAddress)
CVE-2019-0201,4.3,CWE-862,org.apache.zookeeper.server.FinalRequestProcessor:processRequest(org.apache.zookeeper.server.Request)
CVE-2019-3802,5.0,,"org.springframework.data.jpa.repository.support.SimpleJpaRepository$ExampleSpecification:<init>(org.springframework.data.domain.Example);org.springframework.data.jpa.convert.QueryByExamplePredicateBuilder:getPredicate(javax.persistence.criteria.Root,javax.persistence.criteria.CriteriaBuilder,org.springframework.data.domain.Example);org.springframework.data.jpa.repository.support.SimpleJpaRepository:findOne(org.springframework.data.domain.Example);org.springframework.data.jpa.repository.support.SimpleJpaRepository:exists(org.springframework.data.domain.Example);org.springframework.data.jpa.convert.QueryByExamplePredicateBuilder:getPredicates(java.lang.String,javax.persistence.criteria.CriteriaBuilder,javax.persistence.criteria.Path,javax.persistence.metamodel.ManagedType,java.lang.Object,java.lang.Class,org.springframework.data.repository.core.support.ExampleMatcherAccessor,org.springframework.data.jpa.convert.QueryByExamplePredicateBuilder$PathNode);org.springframework.data.jpa.repository.support.SimpleJpaRepository$ExampleSpecification:toPredicate(javax.persistence.criteria.Root,javax.persistence.criteria.CriteriaQuery,javax.persistence.criteria.CriteriaBuilder);org.springframework.data.jpa.repository.support.JpaRepositoryFactory:getTargetRepository(org.springframework.data.repository.core.RepositoryInformation);org.springframework.data.jpa.repository.support.SimpleJpaRepository:findAll(org.springframework.data.domain.Example,org.springframework.data.domain.Pageable);org.springframework.data.jpa.repository.support.SimpleJpaRepository:findAll(org.springframework.data.domain.Example);org.springframework.data.jpa.repository.support.SimpleJpaRepository:count(org.springframework.data.domain.Example);org.springframework.data.jpa.repository.support.SimpleJpaRepository:findAll(org.springframework.data.domain.Example,org.springframework.data.domain.Sort)"
CVE-2016-1000339,5.0,CWE-310,"org.bouncycastle.jcajce.provider.asymmetric.dh.BCDHPublicKey:<init>(java.math.BigInteger,javax.crypto.spec.DHParameterSpec);org.bouncycastle.jcajce.provider.symmetric.AES$CFB:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithSHA256AESCBC256:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$AESCMAC:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$Poly1305:<init>();org.bouncycastle.crypto.engines.AESEngine:decryptBlock(int[][]);org.bouncycastle.jcajce.provider.asymmetric.dh.BCDHPublicKey:<init>(javax.crypto.interfaces.DHPublicKey);org.bouncycastle.jcajce.provider.asymmetric.dh.BCDHPublicKey:<init>(org.bouncycastle.crypto.params.DHPublicKeyParameters);org.bouncycastle.crypto.engines.AESEngine:encryptBlock(int[][]);org.bouncycastle.jcajce.provider.symmetric.AES$RFC3211Wrap:<init>();org.bouncycastle.jcajce.provider.asymmetric.dh.BCDHPublicKey:<init>(javax.crypto.spec.DHPublicKeySpec);org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithSHA1AESCBC192:<init>();org.bouncycastle.jcajce.provider.asymmetric.dh.BCDHPublicKey:<init>(org.bouncycastle.asn1.x509.SubjectPublicKeyInfo);org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithSHA1AESCBC256:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithSHA256AESCBC192:<init>();org.bouncycastle.jcajce.provider.asymmetric.dh.KeyFactorySpi:engineGeneratePublic(java.security.spec.KeySpec);org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithSHA256AESCBC128:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$OFB:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$AESGMAC:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithSHA1AESCBC128:<init>();org.bouncycastle.jcajce.provider.asymmetric.util.DHUtil:generatePublicKeyParameter(java.security.PublicKey);org.bouncycastle.jcajce.provider.symmetric.AES$PBEWithAESCBC:<init>();org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$ECIESwithAESCBC:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$CCM:<init>();org.bouncycastle.crypto.engines.AESEngine:init(boolean,org.bouncycastle.crypto.CipherParameters);org.bouncycastle.jcajce.provider.symmetric.AES$CBC:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$GCM:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$RFC5649Wrap:<init>();org.bouncycastle.jcajce.provider.symmetric.AES$ECB:<init>()"
CVE-2011-0013,4.3,CWE-79,"org.apache.catalina.manager.StatusTransformer:writeContext(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int);org.apache.catalina.manager.StatusTransformer:writeWrapper(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int);org.apache.catalina.manager.StatusTransformer:writeContext(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int);org.apache.catalina.manager.StatusTransformer:writeWrapper(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int);org.apache.catalina.manager.StatusTransformer:writeDetailedState(java.io.PrintWriter,javax.management.MBeanServer,int);org.apache.catalina.manager.StatusTransformer:writeDetailedState(java.io.PrintWriter,javax.management.MBeanServer,int);org.apache.catalina.manager.HTMLManagerServlet:list(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String)"
CVE-2011-1498,4.3,CWE-200,"org.apache.http.client.protocol.RequestProxyAuthentication:process(org.apache.http.HttpRequest,org.apache.http.protocol.HttpContext)"
CVE-2020-10686,6.5,,"org.keycloak.services.resources.admin.UserResource:moveCredentialAfter(java.lang.String,java.lang.String);org.keycloak.services.resources.admin.UserResource:setCredentialUserLabel(java.lang.String,java.lang.String);org.keycloak.services.resources.admin.UserResource:removeCredential(java.lang.String)"
CVE-2018-9116,6.4,CWE-611,com.github.tomakehurst.wiremock.extension.responsetemplating.ResponseTemplateTransformer:getName();com.github.tomakehurst.wiremock.common.Xml:read(java.lang.String);com.github.tomakehurst.wiremock.matching.EqualToXmlPattern:match(java.lang.String);com.github.tomakehurst.wiremock.matching.EqualToXmlPattern$SkipResolvingEntitiesDocumentBuilderFactory:newDocumentBuilder()
CVE-2013-4390,5.8,CWE-20,org.apache.sling.auth.core.spi.AbstractAuthenticationFormServlet:getForm(javax.servlet.http.HttpServletRequest)
CVE-2020-1951,4.3,CWE-835,"org.apache.tika.parser.image.PSDParser:parse(java.io.InputStream,org.xml.sax.ContentHandler,org.apache.tika.metadata.Metadata,org.apache.tika.parser.ParseContext);org.apache.tika.parser.image.PSDParser$ResourceBlock:<init>(java.io.InputStream)"
CVE-2021-21343,5.0,CWE-502;CWE-73,"com.thoughtworks.xstream.XStream:setupMappers();com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder)"
CVE-2013-5823,5.0,,"org.apache.xml.security.utils.UnsyncByteArrayOutputStream:write(byte[],int,int);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:reset();org.apache.xml.security.utils.UnsyncByteArrayOutputStream:write(int);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:expandSize(int);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:write(byte[],int,int);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:toByteArray();org.apache.xml.security.utils.UnsyncByteArrayOutputStream:write(int);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:<init>();org.apache.xml.security.utils.UnsyncByteArrayOutputStream:expandSize(int);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:write(byte[]);org.apache.xml.security.utils.UnsyncByteArrayOutputStream:write(byte[])"
CVE-2018-1000854,7.5,CWE-74,org.esigate.xml.XsltRenderer:createTransformer(java.io.InputStream)
CVE-2016-8749,7.5,CWE-502,"org.apache.camel.component.jackson.JacksonDataFormat:unmarshal(org.apache.camel.Exchange,java.io.InputStream)"
CVE-2014-3490,7.5,,"org.jboss.resteasy.plugins.providers.jaxb.ExternalEntityUnmarshaller:unmarshal(org.xml.sax.InputSource);org.jboss.resteasy.plugins.providers.jaxb.ExternalEntityUnmarshaller:unmarshal(javax.xml.transform.Source,java.lang.Class)"
CVE-2022-26336,4.3,CWE-20;CWE-770,org.apache.poi.hmef.attribute.MAPIAttribute:create(org.apache.poi.hmef.attribute.TNEFAttribute)
CVE-2012-6612,7.5,,"org.apache.solr.handler.loader.XMLLoader:load(org.apache.solr.request.SolrQueryRequest,org.apache.solr.response.SolrQueryResponse,org.apache.solr.common.util.ContentStream,org.apache.solr.update.processor.UpdateRequestProcessor);org.apache.solr.handler.loader.XMLLoader:init(org.apache.solr.common.params.SolrParams)"
CVE-2017-12629,7.5,CWE-611,org.apache.lucene.queryparser.xml.CoreParser:parseXML(java.io.InputStream)
CVE-2020-5230,5.0,CWE-74,org.opencastproject.mediapackage.identifier.IdImpl:compact();org.opencastproject.mediapackage.identifier.IdImpl:<init>(java.lang.String)
CVE-2014-3709,6.8,CWE-352,org.keycloak.services.resources.SocialResource:callback(java.lang.String)
CVE-2020-9486,5.0,CWE-532,org.apache.nifi.fingerprint.FingerprintFactory:getLoggableRepresentationOfSensitiveValue(java.lang.String)
CVE-2017-5651,7.5,,org.apache.coyote.http11.Http11Processor:prepareRequest();org.apache.coyote.http11.Http11Processor:service(org.apache.tomcat.util.net.SocketWrapperBase);org.apache.coyote.http11.Http11Processor:prepareResponse();org.apache.coyote.http11.Http11Processor:prepareSendfile(org.apache.coyote.http11.OutputFilter[])
